feature,correlation_score,mutual_information,model_importance_gain,model_importance_split,permutation_importance,permutation_positive_folds,shap_importance,shap_mean_signed,votes,selected,removal_reason
sector_return_1,0.02931627214921016,0.031769073314275253,4.998838555288029e-05,0.00017857142857142857,-1.827785727812059e-05,0.0,0.0004901035481384042,-5.310328002598685e-05,1.0,False,permutation importance negative out-of-sample
BB_PctB,0.02164601635365437,0.0,0.00034671358048058196,0.0007142857142857143,-7.711402264169259e-06,0.75,0.00040236807510640965,-6.059491833824133e-05,0.0,False,low agreement between selection methods
RSI,0.015882152596751235,0.002112977359154833,0.00014078077680622619,0.0004464285714285714,-3.7576592037569245e-05,0.25,0.0003979735017998469,4.7801273001381584e-05,0.0,False,permutation importance negative out-of-sample
daily_price_vs_EMA,0.015591383707285512,0.00040756624015259035,4.120471031236926e-05,0.00017857142857142857,-4.4968848673850505e-06,0.0,0.00022430436212422133,-2.7528217255957505e-05,0.0,False,permutation importance negative out-of-sample
Volume_Ratio,0.01021152012144103,0.0,3.398522093240733e-05,0.00017857142857142857,4.9669486320106735e-06,0.5,9.470532665913263e-05,-1.0325265798764028e-05,1.0,False,low agreement between selection methods
Stoch_K,0.02209998201706082,0.0012737558163100626,5.793385489980182e-05,0.00017857142857142857,0.0,0.0,8.27872666605123e-05,-1.0818176235443292e-05,1.0,False,low agreement between selection methods
Ret_1,0.009789814193823056,0.0009428849476151857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,low agreement between selection methods
Ret_5,0.015766047441070054,0.001567387737071435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,low agreement between selection methods
daily_volume_change,0.02041030623449365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,low agreement between selection methods
daily_momentum_z,0.01706735056385323,0.0004950915465378181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,low agreement between selection methods
daily_trend_direction,0.011614337807310237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,low agreement between selection methods
daily_rsi_regime,0.008680989474198863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,low agreement between selection methods
nifty_volatility_20,0.018131629411625567,,,,,,,,,False,duplicate of Mkt_Vol_20 (|rho|>=0.999)
nifty_sma200_ratio,-0.022559632567522993,,,,,,,,,False,duplicate of Mkt_SMA200_Ratio (|rho|>=0.999)
daily_RSI,0.015882152596751235,,,,,,,,,False,duplicate of RSI (|rho|>=0.999)
daily_volatility,0.009566399833994018,,,,,,,,,False,duplicate of Volatility (|rho|>=0.999)
daily_return,0.009789814193823056,,,,,,,,,False,duplicate of Ret_1 (|rho|>=0.999)
