Date,equity,positions,turnover,cost,period_return,benchmark_equity
2025-05-27,1075814.7907502642,37,0.9999999999999998,0.0014999999999999996,0.07581479075026426,1059493.3091035362
2025-06-25,1102796.9616692185,37,1.891891891891892,0.0028378378378378383,0.02508068410189563,1086891.6330750508
2025-07-24,1084466.4961219425,37,1.189189189189189,0.0017837837837837837,-0.016621795474962717,1092900.4475559609
2025-08-25,1079269.9525328293,37,1.189189189189189,0.0017837837837837837,-0.004791797264089037,1077358.5532654005
2025-09-24,1097937.2748242167,37,0.9729729729729728,0.0014594594594594592,0.01729624942080444,1098951.2475039256
2025-10-27,1141176.9821492936,37,0.7567567567567568,0.0011351351351351353,0.03938267541923074,1129626.3184678827
2025-11-26,1135638.7774666154,37,1.5675675675675675,0.0023513513513513514,-0.004853063783539958,1130729.5618868563
2025-12-26,1112816.312793276,37,1.5135135135135136,0.0022702702702702706,-0.020096588040302617,1123231.23667035
2026-01-27,1097510.8062167207,37,1.4594594594594597,0.0021891891891891897,-0.013753848142409916,1083235.9492252555
2026-02-25,1144894.8718972534,37,1.2432432432432432,0.0018648648648648648,0.043174122215591346,1128831.1145700775
2026-06-01,1110263.8898671258,35,1.513513513513513,0.0022702702702702693,-0.030248176387356204,1108784.7772258609
2026-06-30,1118589.217596277,37,1.351351351351351,0.0020270270270270267,0.007498512565465484,1135319.6671084857
2026-07-29,1158014.2894573524,37,1.4054054054054055,0.0021081081081081084,0.035245353022260985,1157880.1313050042
